cast_id,movie_id,character,gender,realname,order
104065,3059,Henri III,0,Maxfield Stanley,37
104066,3059,Catherine de Médici,1,Josephine Crowell,38
104067,3059,Marguerite de Navarre / The Mountain Girl,1,Constance  Talmadge,39
104068,3059,Henri de Navarre,0,W.E. Lawrence,40
104069,3059,L'amiral de Coligny / Defendant,2,Joseph Henabery,41
104070,3059,Page,0,Chandler House,42
104071,3059,Prince Belshazzar,0,Alfred Paget,43
104072,3059,High Priest of Bel / Friend of the Musketeer,2,Tully Marshall,44
104073,3059,The Friendly Neighbor,0,Dore Davidson,45
104074,3059,Captain of the Gateg / Bodyguard of the Princess Beloved,0,Taylor N. Duncan,46
104075,3059,Extra (uncredited),2,Owen Moore,47
104076,3059,Extra (uncredited),2,Frank Borzage,48
104077,3059,Extra (uncredited),2,Karl Brown,49
104078,3059,Extra (uncredited),0,Frank Campeau,50
104079,3059,Extra (uncredited),1,Constance Collier,51
104080,3059,Extra (uncredited),0,Donald Crisp,52
104081,3059,Extra (uncredited),2,Nigel De Brulier,53
104082,3059,Extra (uncredited),0,Clarence Geldart,54
104083,3059,Extra (uncredited),2,Dell Henderson,55
104084,3059,Extra (uncredited),2,Russell Hicks,56
104085,3059,Extra (uncredited),0,DeWolf Hopper Sr.,57
104086,3059,Extra (uncredited),2,Wilfred Lucas,58
104087,3059,Extra (uncredited),2,Francis McDonald,59
104088,3059,Extra (uncredited),0,Vester Pegg,60
104089,3059,Extra (uncredited),0,Herbert Sutch,61
104090,3059,Extra (uncredited),0,Herbert Beerbohm Tree,62
104091,3059,Extra (uncredited),2,King Vidor,63
104092,3059,Extra (uncredited),0,Hal Wilson,64
104093,3059,Extra (uncredited),2,Tammany Young,65
104094,3059,Woman at Jenkins Employees Dance (uncredited),1,Sylvia Ashton,66
104095,3059,Woman at Jenkins Employees Dance (uncredited),1,Jennie Lee,67
104096,3059,Second Priest of Bel (uncredited),0,George Beranger,68
104097,3059,Jenkins Party Guest (uncredited),1,Kitty Bradbury,69
104098,3059,Crook (uncredited),2,Tod Browning,70
104099,3059,The Mountain Girl's Brother (uncredited),0,Frank Brownlee,71
104100,3059,Old Babylonian Mother / The City Mother (uncredited),1,Kate Bruce,72
104101,3059,Charioteer of the Priest of Bel (uncredited),2,Edward Burns,73
104102,3059,Babylonian Soldier (uncredited),2,Noble Johnson,75
104103,3059,Babylonian Judge (uncredited),2,George Fawcett,76
104104,3059,Favorite of the Harem (uncredited),0,Jewel Carmen,77
104105,3059,Favorite of the Harem (uncredited),1,Carol Dempster,78
104106,3059,Favorite of the Harem (uncredited),0,Mildred Harris,79
104107,3059,Favorite of the Harem (uncredited),0,Daisy Jefferson,80
104108,3059,Favorite of the Harem (uncredited),1,Carmel Myers,81
104109,3059,Favorite of the Harem (uncredited),0,Eve Southern,82
104110,3059,Favorite of the Harem (uncredited),0,Pauline Starke,83
104111,3059,Favorite of the Harem (uncredited),0,Natalie Talmadge,84
104112,3059,Favorite of the Harem (uncredited),1,Ethel Grey Terry,85
104113,3059,Child in Epilogue (uncredited),0,Francis Carpenter,86
104114,3059,Child in Epilogue (uncredited),0,Virginia Lee Corbin,87
104115,3059,Little Girl (uncredited),0,Peggy Cartwright,88
104116,3059,The Runner (uncredited),0,Gino Corrado,89
104117,3059,Second Pharisee (uncredited),0,William Courtright,90
104118,3059,Second Pharisee (uncredited),0,Erich von Stroheim,91
104119,3059,Kindly Neighbor (uncredited),2,Max Davidson,92
104120,3059,Man on White Horse (uncredited),0,Douglas Fairbanks,93
104121,3059,Bit Role (uncredited),1,Julia Faye,94
104122,3059,Jenkins's Secretary (uncredited),0,Clyde E. Hopkins,95
104123,3059,Wife of The Kindly Neighbor (uncredited),0,Alberta Lee,96
104124,3059,The Mighty Man of Valor (uncredited),2,Elmo Lincoln,97
104125,3059,Attarea's Slave (uncredited),0,Loyola O'Connor,98
104126,3059,Boy Killed in Battle (uncredited),2,Wallace Reid,99
104127,3059,Girl at the Marriage Market (uncredited),1,Alma Rubens,100
104128,3059,Girl at the Marriage Market (uncredited),0,Madame Sul-Te-Wan,101
104129,3059,Cyrus (uncredited),2,George Siegmann,102
104130,3059,Counselor to Charles IX (uncredited),0,Raymond Wells,103
104131,3059,The Favorite of Egibi (uncredited),0,Winifred Westover,104
104132,3059,Babylonian Soldier (uncredited),2,David Butler,105
104133,15800,Herself,1,Denise Crosby,0
104134,15800,Herself,1,Barbara Adams,1
104135,15800,Herself,0,Majel Barrett,2
104136,15800,Himself,2,James Doohan,3
104137,15800,Himself,0,DeForest Kelley,4
104138,15800,Himself,2,Leonard Nimoy,5
104139,15800,Himself,2,Michael Dorn,6
104140,15800,Himself,2,LeVar Burton,7
104141,15800,Himself,2,William Shatner,8
104142,15800,Himself,0,George Takei,9
104143,15800,Himself,2,Wil Wheaton,10
104144,15800,Himself,2,Brent Spiner,11
104145,65203,Eddie Kearns,0,Charles King,0
104146,65203,Queenie Mahoney,1,Anita Page,1
104147,65203,Hank Mahoney,0,Bessie Love,2
104148,65203,Pianist (uncredited),0,Nacio Herb Brown,3
104149,65203,Flo (uncredited),1,Mary Doran,4
104150,65203,Bystander in Rehearsal Room (uncredited),2,Arthur Freed,5
104151,65203,Music Publisher (uncredited),2,James Gleason,6
104152,65203,Francis Zanfield (uncredited),2,Eddie Kane,7
104153,65203,Specialty Dancer (uncredited),0,Carla Laemmle,8
104154,65203,Uncle Jed (uncredited),2,Jed Prouty,9
104155,65203,Jock Warriner (uncredited),0,Kenneth Thomson,10
104156,65203,Chorus Girl (uncredited),1,Dorothy Coonan Wellman,11
104157,65203,Bellhop (uncredited),2,Ray Cooke,12
104158,764,Ashley 'Ash' J. Williams,2,Bruce Campbell,0
104159,764,Cheryl,1,Ellen Sandweiss,1
104160,764,Scott,0,Richard DeManincor,2
104161,764,Linda,1,Betsy Baker,3
104162,764,Shelly,1,Theresa Tilly,4
104163,764,Hitchhiking Fisherman,2,Sam Raimi,5
104164,764,Fake Shemp,0,Philip A. Gillis,6
104165,764,Fake Shemp,0,Dorothy Tapert,7
104166,764,Fake Shemp,0,Cheryl Guttridge,8
104167,764,Fake Shemp,0,Barbara Carey,9
104168,103620,Frank,2,Elijah Wood,0
104169,103620,Frank's Mother,1,America Olivo,1
104170,103620,Anna,1,Nora Arnezeder,2
104171,103620,Jenna,1,Zoe Aggeliki,3
104172,103620,Rita,1,Jan Broberg,4
104173,103620,Martin,2,Joshua De La Garza,5
104174,103620,Nick,2,Dan Hunter,6
104175,103620,Jessica,1,Genevieve Alexandra,7
104176,103620,Judy,1,Liane Balaban,8
104177,103620,Lucie,1,Megan Duffy,9
104178,103620,Waiter,0,Luis Fernandez-Gil,10
104179,103620,Alley Man,2,Aaron Colom,11
104180,103620,Pharmacist,2,Akbar Kurtha,12
104181,103620,Police Chief,2,Sal Landi,13
104182,103620,Policewoman,1,Délé Ogundiran,14
104183,103620,Officer Burton,0,Bryan Lugo,15
104184,103620,Officer Norton,2,Ron Reznik,16
104185,103620,Saleswoman,1,Devra Korwin,17
104186,103620,Clubber Girl,1,Steffinnie Phrommany,18
104187,103620,Puppeteer,2,Mike McCarty,19
104188,103620,80's Man,2,Brian Ames,20
104189,103620,80's Man,2,Patrick Orr,21
104190,103620,Old Man,2,Mic Rodgers,22
104191,103620,Jason,2,Sammi Rotibi,23
104192,103620,Dancer,1,Rochelle Rudolph,24
104193,103620,Dancer,1,Lauren Emily Vaughan,25
104194,103620,Frank 2,2,Steven James Williams,26
104195,319069,,0,Amos Oz,1
104196,14278,Himself,0,Joe Bishop,0
104197,14278,Himself,0,Keith Cavill,1
104198,14278,Himself,0,Andy Cohn,2
104199,14278,Himself,0,Scott Hogsett,3
104200,14278,Himself,0,Christopher Igoe,4
104201,25678,Sgt. Joe Armstrong,2,Michael Dudikoff,0
104202,25678,Sgt. Curtis Jackson,2,Steve James,1
104203,25678,Sgt. Charlie McDonald,2,Larry Poindexter,2
104204,25678,Leo 'The Lion' Burke,2,Gary Conway,3
104205,25678,Capt. 'Wild Bill' Woodward,0,Jeff Celentano,4
104206,25678,Alicia Sanborn,0,Michelle Botes,5
104207,25678,Tojo Ken,0,Mike Stone,6
104208,25678,Pat McCarthy,0,Len Sparrowhawk,7
104209,25678,Tommy Taylor,2,Jonathan Pienaar,8
104210,25678,Inspector Singh,0,Bill Curry,9
104211,25678,Sir Cloudsly Smith,0,Dennis Folbigge,10
104212,25678,Toto,0,Elmo Fillis,11
104213,25678,Shinyuki,2,John Fujioka,12
104214,25678,Professor Sanborne,0,Ralph Draper,13
104215,25678,Vesuvius,0,John Pasternack,14
104216,79161,Herself,0,Carol Block,0
104217,79161,Himself (narrator),2,Doug Block,1
104218,79161,Herself,0,Ellen Block,2
104219,371690,Kitch,0,Christian Kapper,1
104220,371690,Maya,0,Natalie Welch,2
104221,371690,4C,0,Tom E. Nicholson,3
104222,371690,Hashtag,0,Steve Moses,4
104223,371690,AJ,0,Patrick Casteel,5
104224,371690,Greg,0,Ryker Marsh,6
104225,371690,Rick,0,Rick Montgomery Jr.,7
104226,371690,David - The Drone Hunter,0,David Windestål,8
104227,371690,Jax,2,Bruno Gunn,9
104228,371690,Dr. Mitchell Scott,0,Scott Davis,10
104229,389,Juror 8,2,Henry Fonda,0
104230,389,Juror 1,2,Martin Balsam,1
104231,389,Juror 2,2,John Fiedler,2
104232,389,Juror 3,2,Lee J. Cobb,3
104233,389,Juror 4,2,E.G. Marshall,4
104234,389,Juror 5,2,Jack Klugman,5
104235,389,Juror 6,2,Edward Binns,6
104236,389,Juror 7,2,Jack Warden,7
104237,389,Juror 9,0,Joseph Sweeney,8
104238,389,Juror 10,2,Ed Begley,9
104239,389,Juror 11,2,George Voskovec,10
104240,389,Juror 12,2,Robert Webber,11
104241,389,Judge (uncredited),2,Rudy Bond,12
104242,389,Guard (uncredited),0,James Kelly,13
104243,389,Court Clerk (uncredited),0,Billy Nelson,14
104244,389,The Accused (uncredited),0,John Savoca,15
104245,389,Man Waiting for Elevator (uncredited),0,Walter Stocker,16
104246,52032,J.R. Ackerley (voice),2,Christopher Plummer,0
104247,52032,Nancy / Greengrocer's Wife (voice),1,Lynn Redgrave,1
104248,52032,Ms. Canvenini (voice),1,Isabella Rossellini,2
104249,52032,Mr. Plum / Pugilist (voice),2,Peter Gerety,3
104250,52032,Captain Pugh / Mr. Blandish (voice),1,Brian Murray,4
104251,52032,Army Veterinarian (voice),2,Paul Hecht,5
104252,52032,Bicyclist / Rude Veterinarian (voice),0,Euan Morton,6
104253,3078,Peter Warne,2,Clark Gable,0
104254,3078,Ellie Andrews,1,Claudette Colbert,1
104255,3078,Alexander Andrews,2,Walter Connolly,2
104256,3078,Oscar Shapeley,0,Roscoe Karns,3
104257,3078,King Westley,2,Jameson Thomas,4
104258,3078,Danker,2,Alan Hale,5
104259,3078,Zeke,2,Arthur Hoyt,6
104260,3078,Zeke's wife,0,Blanche Friderici,7
104261,3078,"Joe Gordon, Editor",2,Charles C. Wilson,8
104262,3078,Bus Driver #1 (uncredited),2,Ward Bond,9
104263,3078,Gas Station Attendant (uncredited),2,Irving Bacon,10
104264,3078,Detective (uncredited),2,James Burke,11
104265,3078,Detective (uncredited),2,Joseph Crehan,12
104266,3078,Vendor on Bus (uncredited),0,Mickey Daniels,13
104267,3078,Drunk Reporter (uncredited),0,Milton Kibbee,14
104268,3078,"Agnes, Gordon's Secretary (uncredited)",1,Bess Flowers,15
104269,3078,Drunk Reporter (uncredited),2,Ray Cooke,16
104270,38810,Son,2,Hristos Passalis,0
104271,38810,Older Daughter,1,Angeliki Papoulia,1
104272,38810,Younger Daughter,1,Mary Tsoni,2
104273,38810,Father,0,Christos Stergioglou,3
104274,38810,Mother,0,Michele Valley,4
104275,38810,Christina,0,Anna Kalaitzidou,5
104276,38810,Colleague,0,Steve Krikris,6
104277,38810,Secretary (as Athanasia Petropoulou),0,Sissy Petropoulou,7
104278,38810,Dog trainer,0,Alexander Voulgaris,8
104279,21525,Himself (archive footage),2,Tupac Amaru Shakur,0
104280,55123,Mary jo Walker,1,Janet McTeer,0
104281,55123,Ava Walker,1,Kimberly J. Brown,1
104282,55123,Nurse,1,Jennifer Paige,2
104283,11980,Gabriel,2,Christopher Walken,0
104284,11980,Thomas Daggett,2,Elias Koteas,1
104285,11980,Katherine Henley,1,Virginia Madsen,2
104286,11980,Simon,2,Eric Stoltz,3
104287,11980,Jerry,2,Adam Goldberg,4
104288,11980,Lucifer,2,Viggo Mortensen,5
104289,11980,Rachael,1,Amanda Plummer,6
104290,11980,Indian Healer,0,Shawn Nelson,7
104291,11980,Sandra,0,Emily Conforto,8
104292,11956,Chloé,0,Garance Clavel,0
104293,11956,Djamel,2,Zinedine Soualem,1
104294,11956,Madame Renée,1,Renée Le Calm,2
104295,11956,Michel,0,Olivier Py,3
104296,11956,Carlos,2,Simon Abkarian,4
104297,11956,la femme flic,0,Marilyne Canto,5
104298,11956,le mec bourré,2,Antoine Chappey,6
104299,11956,le joueur de batterie,2,Romain Duris,7
104300,11956,un mannequin,1,Hélène de Fougerolles,8
104301,11956,le militant onze de pique,2,Eric Savin,9
104302,1550,April Burns,1,Katie Holmes,0
104303,1550,Bobby,2,Derek Luke,1
104304,1550,Joy Burns,1,Patricia Clarkson,2
104305,1550,Jim Burns,2,Oliver Platt,3
104306,1550,Beth Burns,1,Alison Pill,4
104307,1550,Timmy Burns,2,John Gallagher Jr.,5
104308,1550,Grandma Dottie,1,Alice Drummond,6
104309,1550,Evette,0,Lillias White,7
104310,1550,Eugene,2,Isiah Whitlock Jr.,8
104311,1550,Half Asleep Man,2,Vitali Baganov,9
104312,1550,Man in Mohair Sweater,2,Adrian Martinez,10
104313,1550,Tish,0,Susan Bruce,11
104314,1550,Boy on Bicycle,0,Jamari Richardson,12
104315,1550,Woman in Stairwell,0,Leila Danette,13
104316,1550,Lee Loung Tan,0,Stephen Chen,14
104317,1550,Lee Quong Tan,0,Sally Leung Bayer,15
104318,1550,Wayne,2,Sean Hayes,16
104319,1550,Latrell,0,Sisqó,17
104320,1550,Parade Announcer,0,Marcus Lovett,18
104321,1550,Lee Quong,0,Jack Chen,19
104322,1550,Lee Lang,0,Jacqueline Dai,20
104323,1550,Lee Wai Yam,0,Rosa Luo,21
104324,1550,Woman outside Bodega,0,Birdie M. Hale,22
104325,1550,Tyrone,2,Armando Riesco,23
104326,1550,Waitress,0,Christine Todino,24
104327,1550,Young Mother,0,Anney Giobbe,25
104328,1550,Young Girl,0,Elizabeth Douglass,26
104329,1550,Joy's Biker Guy,0,Rusty De Wees,27
104330,1550,Timmy's Biker Guy,0,Vincent Roselli,28
104331,1550,Bernadette the Dog,0,Ficchi,29
104332,162396,Sam,0,Mark Adams,1
104333,162396,Michael,0,Mark Caven,2
104334,162396,Eve,0,Allison Egan,3
104335,162396,Sydney,1,Jackie Sawiris,4
104336,162396,Julian,0,Kevin Howarth,5
104337,26518,Mark,2,Daniel London,0
104338,26518,Kurt,2,Will Oldham,1
104339,26518,Tanya,0,Tanya Smith,2
104340,26518,Waitress,1,Robin Rosenberg,3
104341,26518,Lawnmower,0,Keri Moran,4
104342,26518,Diner Patron,0,Autumn Campbell,5
104343,26518,Diner Patron,0,Steve Doughton,6
104344,26518,Weed Salesman,0,Matt McCormick,7
104345,26518,Homeless Man,0,Darren Prolsen,8
104346,26518,Diner Patron,0,Jillian Wieseneck,9
104347,8942,Wendy,1,Michelle Williams,0
104348,8942,Mechanic,2,Will Patton,1
104349,8942,Icky,2,Will Oldham,2
104350,8942,Andy,2,John Robinson,3
104351,68412,Peggy,1,Edie Falco,0
104352,68412,The Actress,1,Embeth Davidtz,1
104353,68412,John,2,Elias Koteas,2
104354,68412,Christina,1,Rachel Resheff,3
104355,68412,John's Wife,1,Kathryn Erbe,4
104356,68412,Woman in Blue Dress,1,Danai Gurira,5
104357,68412,Debbie,1,Dana Eskelson,6
104358,68412,Ticket Agent,1,Kathy Searle,7
104359,68412,Emily,1,Peyton List,8
104360,2786,Ferdinand-Pierrot,2,Jean-Paul Belmondo,0
104361,2786,Marianne,1,Anna Karina,1
104362,2786,"Maria, la femme de Ferdinand",1,Graziella Galvani,2
104363,2786,Fred,2,Dirk Sanders,3
104364,2786,le chef des gangsters,0,Jimmy Karoubi,4
104365,2786,Gangster,2,Roger Dutoit,5
104366,2786,Gangster,2,Hans Meyer,6
104367,2786,Lui-Même,0,Samuel Fuller,7
104368,2786,Marin,0,Aicha Abadir,9
104369,2786,l'homme du port,2,Raymond Devos,10
104370,2786,un Spectateur,2,Jean-Pierre Léaud,12
104371,2786,Staquet,0,Georges Staquet,13
104372,2786,Le pompiste,0,Henri Attal,14
104373,2786,Le pompiste,2,Dominique Zardi,16
104374,2786,lazlo kovacs,0,Pierre Hanin,18
104375,2786,Lazlo Kovacs,0,László Szabó,19
104376,91721,Duff Anderson,2,Ivan Dixon,0
104377,91721,Josie,1,Abbey Lincoln,1
104378,91721,Will Anderson,2,Julius Harris,2
104379,91721,Lee,1,Gloria Foster,3
104380,91721,Mill Worker,0,Martin Priest,4
104381,91721,Frankie,0,Leonard Parker,5
104382,91721,Jocko,0,Yaphet Kotto,6
104383,91721,Rev. Dawson,0,Stanley Greene,7
104384,91721,Effie Simms,0,Helen Lounck,8
104385,91721,Doris,0,Helene Arrindell,9
104386,91721,Car Owner,0,Walter Wilson,10
104387,91721,Pop,0,Milton Williams,11
104388,91721,Riddick,2,Mel Stewart,12
104389,91721,Revivalist,0,Marshal Tompkin,13
104390,91721,Barney,0,Alfred Puryear,14
104391,91721,Willie,0,Ed Rowan,15
104392,91721,Teenager,2,Tom Ligon,16
104393,91721,Teenager,2,William Jordan,17
104394,91721,Soloist,0,Dorothy Hall,18
104395,91721,Mrs. Dawson,0,Gertrude Jeannette,19
104396,91721,Mill Foreman,0,Gil Rogers,20
104397,91721,Garage Owner,0,Richard Webber,21
104398,91721,Superintendant,0,Eugene Wood,22
104399,91721,Barman,0,Jim Wright,23
104400,91721,Hiring Boss,0,Arland Schubert,24
104401,91721,Store Keeper,0,Peter Carew,25
104402,91721,Ginn Foreman,0,Bill Riola,26
104403,91721,Undertaker,2,Jay Brooks,27
104404,91721,Desk Clerk,0,Robert Berger,28
104405,91721,Bessie,0,Jary Banks,29
104406,91721,Mill Hand,2,Richard Ward,30
104407,91721,Mill Hand,2,Moses Gunn,31
104408,91721,Car Passenger,0,Mark Shapiro,32
104409,91721,Car Passenger,0,William Phillips,33
104410,91721,Church Woman,0,Sylvia Ray ,34
104411,91721,Church Woman,1,Esther Rolle,35
104412,91721,Church Woman,0,Evelyn Davis ,36
104413,118452,Joey,2,Giovanni Ribisi,0
104414,118452,Sissel,1,Natasha Gregson Wagner,1
104415,118452,Red,2,Donal Logue,2
104416,118452,Henry,2,Robert John Burke,3
104417,118452,Sissel's Mom,1,Jeannetta Arnette,4
104418,118452,Adrian,2,Eli Marienthal,5
104419,47534,,2,J.P. Davis,0
104420,47534,,2,Eddie Jones,1
104421,47534,,0,Christina Chambers,2
104422,47534,,0,Diane Tayler,3
104423,40914,Exhibition Manager,2,Pat Morita,0
104424,40914,Dad,2,Eric Roberts,1
104425,40914,Assassin,0,Gail Kim,2
104426,40914,Jan,1,Lalaine,3
104427,40914,Adam Arthavan,2,Alexander Wraith,4
104428,40914,Royal Maid,0,Jeannie Crist,5
104429,40914,Andrea,0,Nicole Brown,6
104430,40914,Neighbor,2,Darren Kendrick,7
104431,365052,Karen,1,Dorothy Tristan,1
104432,365052,Chesire Cat,0,Jace Casey,2
104433,365052,Cheshire Cat,0,Jace Casey,3
104434,365052,The White Queen,0,Harry Musselwhite,4
104435,365052,Mallory,0,Elizabeth Stenholt,5
104436,365052,Terry,0,Jeff Puckett,6
104437,365052,Mad Hatter,0,Dallas Tolentino,7
104438,365052,Julie,0,Grace Tarnow,8
104439,13282,Frankenstein,2,David Carradine,0
104440,13282,Annie Smith,1,Simone Griffeth,1
104441,13282,Machine Gun Joe Viterbo,2,Sylvester Stallone,2
104442,13282,Calamity Jane,1,Mary Woronov,3
104443,13282,Matilda the Hun,1,Roberta Collins,4
104444,13282,Nero the Hero,2,Martin Kove,5
104445,13282,Myra,1,Louisa Moritz,6
104446,13282,Junior Bruce,2,Don Steele,7
104447,13282,Grace Pander,1,Joyce Jameson,8
104448,13282,Thomasina Paine,1,Harriet Medin,9
104449,13282,Herman the German,2,Fred Grandy,10
104450,13282,Cleopatra,0,Leslie McRae,11
104451,13282,Mechanic,2,John Landis,12
104452,13282,Toreador,2,Lewis Teague,13
104453,13282,Frankenstein's Doctor,2,Paul Bartel,14
104454,250184,Tommy Novak,0,Ricky Schroder,0
104455,250184,Archie,2,Jon Gries,1
104456,250184,Lucy,1,Tatyana Ali,2
104457,250184,Suicide Jack,2,Jason Marsden,3
104458,250184,Armando,2,Rick Hoffman,4
104459,250184,Clifford,2,Curtis Armstrong,5
104460,250184,Floyd Marley,2,David Huddleston,6
104461,250184,Rachel,1,Marina Benedict,7
104462,250184,Skip,0,Jason Spisak,8
104463,250184,Don Dillon,2,Jon Polito,9
104464,250184,Harvey,0,Thomas Calabro,10
104465,250184,Patricia,1,Krista Allen,11
104466,426067,Dawn,0,Lisa Hart Carroll,1
104467,426067,Paul Van Dyke,2,Michael Des Barres,2
104468,426067,Intruder,2,Paul Drake,3
104469,426067,Tanya Richards,1,Laura Harrington,4
104470,426067,David,0,Thom Mathews,5
104471,426067,Orion,0,Carolyn Seymour,6
104472,426067,Lt. McMurphy,2,Leonard Termo,7
104473,426067,Tony,2,Norbert Weisser,8
104474,426067,Woman in White,1,Lydie Denier,9
104475,426067,Dancer,0,Christina Whitaker,10
104476,426067,Dancer,0,Esther Elise,11
104477,426067,Dancer,1,Debra Lamb,12
104478,324352,Mrs. McCarthy,1,Joanna Cassidy,2
104479,324352,Mrs. Anderson,1,Joyce Guy,3
104480,324352,Mr. Daniels,0,Bill Moseley,4
104481,324352,Nick Anderson,0,Jerome Elston Scott,5
104482,324352,George Green,2,Alan Blumenfeld,6
104483,324352,Grandfather,2,Art Evans,7
104484,324352,Kevin Daniels,2,Nicholas Downs,8
104485,324352,Tracy Green,0,Heather Bergdahl,9
104486,324352,Trevor McCarthy,2,Micah Stuart,10
104487,324352,Mr. Anderson,2,Michael Warren,11
104488,318040,Maurice,0,Pierre Prieur,1
104489,318040,Luka,0,Adrian James,2
104490,318040,Kim,0,Raquel Nave,3
104491,318040,Betty,0,Rebekah Underhill,4
104492,318040,Charlie,0,Charlie Himmelstein,5
104493,318040,The Man,0,Luc Bierme,6
104494,318040,Boxing Man,0,Pier Richard,7
104495,318040,"Freddy, the Beach Boy",0,Freddy Morgan,8
104496,318040,The Boy in the Bar,0,Michael Glover,9
104497,27420,Coach George Michaels,2,Christopher George,0
104498,27420,Tony,0,Billy Hufsey,1
104499,27420,Anne Ramstead,0,Patch Mackenzie,2
104500,27420,Kevin Badger,0,E. Danny Murphy,3
104501,27420,Blondie,1,E. J. Peaker,4
104502,27420,Principal Guglione,0,Michael Pataki,5
104503,27420,Dolores,1,Linnea Quigley,6
104504,27420,Mr. Roberts,2,Richard Balin,7
104505,27420,Sally,0,Denise Cheshire,8
104506,27420,Insp. Halliday,2,Carmen Argenziano,9
104507,27420,Officer MacGregor,2,Virgil Frye,10
104508,27420,Doris,1,Vanna White,11
104509,27420,Paula Brentwood,1,Linda Shayne,12
104510,27420,Debra Darlin,0,Deborah Dutch,13
104511,80468,Ken Boyd,2,Kevin Corrigan,0
104512,80468,Sheriff Walt Fuller,2,Barry Bostwick,1
104513,80468,Ruth Boyd,1,Karen Black,2
104514,80468,Irv,2,Leo Fitzpatrick,3
104515,80468,Amy Wheeler,1,Ariel Gade,4
104516,80468,Stephanie,1,Lucy Davis,5
104517,80468,Mayor Mawell,2,Ahmed Best,6
104518,80468,Janet Wheeler,0,Janie Haddad Tompkins,7
104519,80468,Coach Faxon,1,Laura Kightlinger,8
104520,80468,Betsy,0,Vanessa Mizzone,9
104521,80468,Candace,1,Nadine Crocker,10
104522,84188,Sandra,1,Ann Dowd,0
104523,84188,Becky,1,Dreama Walker,1
104524,84188,Officer Daniels,2,Pat Healy,2
104525,84188,Kevin,2,Philip Ettinger,3
104526,84188,Detective Neals,2,James McCaffrey,4
104527,84188,Marti,1,Ashlie Atkinson,5
104528,84188,Van,2,Bill Camp,6
104529,84188,Connie,0,Nikiya Mathis,7
104530,84188,Julio,0,Ralph Rodriguez,8
104531,84188,Harold,2,Stephen Payne,9
104532,84188,Brie,0,Amelia Fowler,10
104533,84188,Customer,0,John Merolla,11
104534,84188,Officer Morris,2,Desmin Borges,12
104535,84188,Robert Gilmour,0,Matt Skibiak,13
104536,2255,Holden McNeil,2,Ben Affleck,0
104537,2255,Alyssa Jones,1,Joey Lauren Adams,1
104538,2255,Banky Edwards,2,Jason Lee,2
104539,2255,Hooper LaMont,2,Dwight Ewell,3
104540,2255,Jay,2,Jason Mewes,4
104541,2255,Silent Bob,2,Kevin Smith,5
104542,2255,Fan,2,Ethan Suplee,6
104543,2255,Collector,2,Scott Mosier,7
104544,2255,Little Kid,2,Casey Affleck,8
104545,2255,Shawn Oran,2,Matt Damon,9
104546,2255,Jim Hicks,2,Brian O'Halloran,10
104547,2255,Kim,0,Carmen Llywelyn,11
104548,2255,Singer,1,Guinevere Turner,12
104549,2255,Himself,0,Joe Quesada,13
104550,2255,Alyssa's Roommate (uncredited),1,Illeana Douglas,14
104551,2255,Jane,1,Welker White,15
104552,50035,Michelle Marks,1,Catherine Keener,0
104553,50035,Jane Marks,1,Brenda Blethyn,1
104554,50035,Elizabebeth Marks,1,Emily Mortimer,2
104555,50035,Jordan,2,Jake Gyllenhaal,3
104556,50035,Paul,2,James Le Gros,4
104557,50035,Kevin McCabe,2,Dermot Mulroney,5
104558,50035,Photographer,2,Troy Ruptash,6
104559,50035,Annie Marks,1,Raven Goodwin,7
104560,50035,Donna,0,Dreya Weber,8
104561,50035,Bill,2,Clark Gregg,9
104562,50035,Maddy,0,Ashlynn Rose,10
104563,50035,Pool Administrator,0,Brooke Allison,11
104564,50035,Lorraine,1,Aunjanue Ellis,12
104565,50035,Saleswoman,1,Kristen Dalton,13
104566,50035,Saleswoman,0,Ileen Getz,14
104567,50035,Man at Phone,2,Scott Adsit,15
104568,14290,Ben Manibag,2,Parry Shen,0
104569,14290,Virgil Hu,0,Jason Tobin,1
104570,14290,Han,2,Sung Kang,2
104571,14290,Stephanie Vandergosh,1,Karin Anna Cheung,3
104572,14290,Daric Loo,2,Roger Fan,4
104573,14290,Biology Teacher,2,Jerry Mathers,5
104574,14290,Steve Choe,2,John Cho,6
104575,14290,Takashi,2,Aaron Takahashi,7
104576,14290,Kenny Vandergosh,0,Darian Weiss,8
104577,14290,Rachel,1,Ariadne Shaffer,9
104578,29371,Randy Dean,1,Laurel Holloman,0
104579,29371,Wendy,1,Maggie Moore,1
104580,29371,Rebecca Dean,0,Kate Stafford,2
104581,29371,Evie Roy,1,Nicole Ari Parker,3
104582,29371,Lena,0,Toby Poser,4
104583,29371,Frank,0,Nelson Edwin Rodríguez,5
104584,29371,Regina,1,Dale Dickey,6
104585,29371,Hayjay,0,Andrew Wright,8
104586,29371,girl 1,0,Katlin Tyler,9
104587,29371,girl 2,0,Anna Padgett,10
104588,29371,girl 3,0,Chelsea Catthouse,11
104589,29371,Evelyn Roy,1,Stephanie Berry,12
104590,29371,a waitress,0,Babs Davy,13
104591,29371,"Ali, Wendy's husband",2,John Elsen,14
104592,29371,old lady 1 at the motel,0,Lillian Kiesler,15
104593,29371,,0,Maryette Charlton,16
104594,29371,old lady 2 at the motel,0,Maryette Charlton,17
104595,44490,Buck O'Brien,2,Mike White,0
104596,44490,Charlie 'Chuck' Sitter,0,Chris Weitz,1
